corpus,doc_id,sent_id,eg_id,index,text,text_w_pairs,seq_label,pair_label,context,num_sents
altlex,altlex_gold.tsv,177,0,altlex_altlex_gold.tsv_177_0,"Opera singers , in particular , have to develop very powerful voices which will be heard over the orchestra and project right to the back of an opera house .","<ARG1>Opera singers , in particular , have</ARG1> to develop <ARG0>very powerful voices which will be heard over the orchestra and project right to the back of an opera house .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,178,0,altlex_altlex_gold.tsv_178_0,"The trombone and the triangle have hardly changed for hundreds of years , but the violin family developed from folk instruments such as fiddles and gradually replaced the viols to form the basis of the modern orchestra .","<ARG1>The trombone and the triangle have hardly changed for hundreds of years , but the violin family developed from folk instruments such as fiddles</ARG1> and <ARG0>gradually replaced the viols to form the basis of the modern orchestra .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,179,0,altlex_altlex_gold.tsv_179_0,"Most popular music is based on song form , but classical music has many different forms , some of which can be used over a long time span to make big compositions .","<ARG1>Most popular music is based on song form , but classical music has many different forms , some of which can be used over a long time span</ARG1> to make <ARG0>big compositions .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,179,1,altlex_altlex_gold.tsv_179_1,"Most popular music is based on song form , but classical music has many different forms , some of which can be used over a long time span to make big compositions .","<ARG1>Most popular music is based on song form , but classical music has</ARG1> many <ARG0>different forms , some of which can be used over a long time span to make big compositions .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,180,0,altlex_altlex_gold.tsv_180_0,"At this time many composers felt that everything had already been done by the composers of the past , so they wanted to find new ways of composing .","<ARG0>At this time many composers felt that everything had already been done by the composers of the past ,</ARG0> so <ARG1>they wanted to find new ways of composing .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,181,0,altlex_altlex_gold.tsv_181_0,Today 's composers have combined some of these ideas to develop their own styles .,<ARG0>Today 's composers have combined some of these ideas</ARG0> to develop <ARG1>their own styles .</ARG1>,1,1,,1
altlex,altlex_gold.tsv,182,0,altlex_altlex_gold.tsv_182_0,"This shows that classical music , like other kinds of music , continues to develop and reflect the society from which it comes .","<ARG1>This shows that classical music , like other kinds of music , continues</ARG1> to develop <ARG0>and reflect the society from which it comes .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,183,0,altlex_altlex_gold.tsv_183_0,"The processing element carries out arithmetic and logic operations , and a sequencing and control unit can change the order of operations in response to stored information .","<ARG1>The processing element carries out arithmetic and logic operations , and a sequencing and control unit can change the order of operations</ARG1> in response to <ARG0>stored information .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,183,1,altlex_altlex_gold.tsv_183_1,"The processing element carries out arithmetic and logic operations , and a sequencing and control unit can change the order of operations in response to stored information .","<ARG1>The processing element carries out arithmetic and logic operations ,</ARG1> and <ARG0>a sequencing and control unit can change the order of operations in response to stored information .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,184,0,altlex_altlex_gold.tsv_184_0,"Peripheral devices allow information to be retrieved from an external source , and the result of operations saved and retrieved .","<ARG1>Peripheral devices allow information to be retrieved from an external source , and</ARG1> the result of <ARG0>operations saved and retrieved .</ARG0>",1,1,,1
altlex,altlex_gold.tsv,185,0,altlex_altlex_gold.tsv_185_0,"The Antikythera mechanism is believed to be the earliest mechanical analog `` computer '' , according to Derek J. de Solla Price .","<ARG0>The Antikythera mechanism is believed to be the earliest mechanical analog `` computer '' ,</ARG0> according to <ARG1>Derek J. de Solla Price .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,186,0,altlex_altlex_gold.tsv_186_0,"The Engine incorporated an arithmetic logic unit , control flow in the form of conditional branching and loops , and integrated memory , making it the first design for a general-purpose computer that could be described in modern terms as Turing-complete .","<ARG0>The Engine incorporated an arithmetic logic unit , control flow in the form of conditional branching and loops , and integrated memory ,</ARG0> making <ARG1>it the first design for a general-purpose computer that could be described in modern terms as Turing-complete .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,187,0,altlex_altlex_gold.tsv_187_0,"Babbage 's failure to complete the analytical engine can be chiefly attributed to difficulties not only of politics and financing , but also to his desire to develop an increasingly sophisticated computer and to move ahead faster than anyone else could follow .","<ARG1>Babbage 's failure to complete the analytical engine can be chiefly attributed to difficulties not only of politics and financing , but also to his desire</ARG1> to develop <ARG0>an increasingly sophisticated computer and to move ahead faster than anyone else could follow .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,188,0,altlex_altlex_gold.tsv_188_0,He proved that some such machine would be capable of performing any conceivable mathematical computation if it were representable as an algorithm .,<ARG1>He proved that some</ARG1> such <ARG0>machine would be capable of performing any conceivable mathematical computation if it were representable as an algorithm .</ARG0>,0,0,,1
altlex,altlex_gold.tsv,189,0,altlex_altlex_gold.tsv_189_0,"As soon as the SSEM had demonstrated the feasibility of its design , a project was initiated at the university to develop it into a more usable computer , the Manchester Mark 1 .","<ARG1>As soon as the SSEM had demonstrated the feasibility of its design , a project was initiated at the university</ARG1> to develop <ARG0>it into a more usable computer , the Manchester Mark 1 .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,190,0,altlex_altlex_gold.tsv_190_0,"However , the machine did make use of valves to generate its 125 kHz clock waveforms and in the circuitry to read and write on its magnetic drum memory , so it was not the first completely transistorized computer .","<ARG0>However , the machine did make use of valves to generate its 125 kHz clock waveforms and in the circuitry to read and write on its magnetic drum memory ,</ARG0> so <ARG1>it was not the first completely transistorized computer .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,191,0,altlex_altlex_gold.tsv_191_0,"Furthermore , jump instructions may be made to happen conditionally so that different sequences of instructions may be used depending on the result of some previous calculation or some external event .","<ARG0>Furthermore , jump instructions may be made to happen conditionally so that different sequences of instructions may be used depending on</ARG0> the result of <ARG1>some previous calculation or some external event .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,191,1,altlex_altlex_gold.tsv_191_1,"Furthermore , jump instructions may be made to happen conditionally so that different sequences of instructions may be used depending on the result of some previous calculation or some external event .","<ARG1>Furthermore , jump instructions may be made to happen conditionally</ARG1> so that <ARG0>different sequences of instructions may be used depending on the result of some previous calculation or some external event .</ARG0>",1,0,,1
altlex,altlex_gold.tsv,192,0,altlex_altlex_gold.tsv_192_0,"Similarly , a computer may sometimes go back and repeat the instructions in some section of the program over and over again until some internal condition is met .","<ARG1>Similarly , a computer may sometimes go back and repeat the instructions in some section of the program over</ARG1> and <ARG0>over again until some internal condition is met .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,193,0,altlex_altlex_gold.tsv_193_0,"While it is possible to write computer programs as long lists of numbers ( machine language ) and while this technique was used with many early computers , it is extremely tedious and potentially error-prone to do so in practice , especially for complicated programs .","<ARG1>While it is possible to write computer programs as long lists of numbers ( machine language ) and while this technique was used with many early computers , it is extremely tedious</ARG1> and <ARG0>potentially error-prone to do so in practice , especially for complicated programs .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,194,0,altlex_altlex_gold.tsv_194_0,They are purely written languages and are often difficult to read aloud .,<ARG1>They are purely written languages and are often</ARG1> difficult <ARG0>to read aloud .</ARG0>,0,0,,1
altlex,altlex_gold.tsv,195,0,altlex_altlex_gold.tsv_195_0,"Though considerably easier than in machine language , writing long programs in assembly language is often difficult and is also error prone .","<ARG1>Though considerably easier than in machine language , writing long programs in assembly language is often</ARG1> difficult <ARG0>and is also error prone .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,196,0,altlex_altlex_gold.tsv_196_0,"As problems become larger and more complex , features such as subprograms , modules , formal documentation , and new paradigms such as object-oriented programming are encountered .","<ARG1>As problems become larger</ARG1> and <ARG0>more complex , features such as subprograms , modules , formal documentation , and new paradigms such as object-oriented programming are encountered .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,197,0,altlex_altlex_gold.tsv_197_0,"But in some cases , they may cause the program or the entire system to `` hang , '' becoming unresponsive to input such as mouse clicks or keystrokes , to completely fail , or to crash .","<ARG0>But in some cases , they</ARG0> may cause <ARG1>the program or the entire system to `` hang , '' becoming unresponsive to input such as mouse clicks or keystrokes , to completely fail , or to crash .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,198,0,altlex_altlex_gold.tsv_198_0,"Since computers merely execute the instructions they are given , bugs are nearly always the result of programmer error or an oversight made in the program 's design .","<ARG0>Since computers merely execute the instructions they are given , bugs are nearly always</ARG0> the result of <ARG1>programmer error or an oversight made in the program 's design .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,199,0,altlex_altlex_gold.tsv_199_0,"Each circuit represents a bit ( binary digit ) of information so that when the circuit is on it represents a `` 1 '' , and when off it represents a `` 0 '' ( in positive logic representation ) .","<ARG0>Each circuit represents a bit ( binary digit ) of information</ARG0> so that <ARG1>when the circuit is on it represents a `` 1 '' , and when off it represents a `` 0 '' ( in positive logic representation ) .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,199,1,altlex_altlex_gold.tsv_199_1,"Each circuit represents a bit ( binary digit ) of information so that when the circuit is on it represents a `` 1 '' , and when off it represents a `` 0 '' ( in positive logic representation ) .","<ARG1>Each circuit represents a bit ( binary digit ) of information so that when the circuit is on it represents a `` 1 '' , and</ARG1> when <ARG0>off it represents a `` 0 '' ( in positive logic representation ) .</ARG0>",1,0,,1
altlex,altlex_gold.tsv,200,0,altlex_altlex_gold.tsv_200_0,The circuits are arranged in logic gates so that one or more of the circuits may control the state of one or more of the other circuits .,<ARG0>The circuits are arranged in logic gates</ARG0> so that <ARG1>one or more of the circuits may control the state of one or more of the other circuits .</ARG1>,1,1,,1
altlex,altlex_gold.tsv,201,0,altlex_altlex_gold.tsv_201_0,Adding 100 to the program counter would cause the next instruction to be read from a place 100 locations further down the program .,<ARG0>Adding 100 to the program counter would</ARG0> cause <ARG1>the next instruction to be read from a place 100 locations further down the program .</ARG1>,1,1,,1
altlex,altlex_gold.tsv,202,0,altlex_altlex_gold.tsv_202_0,"It is typically much slower than conventional ROM and RAM however , so its use is restricted to applications where high speed is unnecessary .","<ARG0>It is typically much slower than conventional ROM and RAM however ,</ARG0> so <ARG1>its use is restricted to applications where high speed is unnecessary .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,203,0,altlex_altlex_gold.tsv_203_0,"One means by which this is done is with a special signal called an interrupt , which can periodically cause the computer to stop executing instructions where it was and do something else instead .","<ARG0>One means by which this is done is with a special signal called an interrupt , which can periodically</ARG0> cause <ARG1>the computer to stop executing instructions where it was and do something else instead .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,204,0,altlex_altlex_gold.tsv_204_0,"Seemingly , multitasking would cause a computer that is switching between several programs to run more slowly , in direct proportion to the number of programs it is running , but most programs spend much of their time waiting for slow input/output devices to complete their tasks .","<ARG0>Seemingly , multitasking would</ARG0> cause <ARG1>a computer that is switching between several programs to run more slowly , in direct proportion to the number of programs it is running , but most programs spend much of their time waiting for slow input/output devices to complete their tasks .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,205,0,altlex_altlex_gold.tsv_205_0,This frees up time for other programs to execute so that many programs may be run simultaneously without unacceptable speed loss .,<ARG0>This frees up time for other programs to execute</ARG0> so that <ARG1>many programs may be run simultaneously without unacceptable speed loss .</ARG1>,1,1,,1
altlex,altlex_gold.tsv,206,0,altlex_altlex_gold.tsv_206_0,"Multiprocessor and multi-core ( multiple CPUs on a single integrated circuit ) personal and laptop computers are now widely available , and are being increasingly used in lower-end markets as a result .","<ARG0>Multiprocessor and multi-core ( multiple CPUs on a single integrated circuit ) personal and laptop computers are now</ARG0> widely <ARG1>available , and are being increasingly used in lower-end markets as a result .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,207,0,altlex_altlex_gold.tsv_207_0,A number of projects to develop computers based on the stored-program architecture started around this time .,<ARG1>A number of projects</ARG1> to develop <ARG0>computers based on the stored-program architecture started around this time .</ARG0>,0,0,,1
altlex,altlex_gold.tsv,208,0,altlex_altlex_gold.tsv_208_0,One of the most important jobs that computers do for people is helping with communication .,<ARG1>One of the most important jobs that computers do</ARG1> for <ARG0>people is helping with communication .</ARG0>,0,0,,1
altlex,altlex_gold.tsv,209,0,altlex_altlex_gold.tsv_209_0,"Many projects try to send working computers to developing nations so they can be re-used and will not become waste as quickly , as most people do not need to run new programs .","<ARG0>Many projects try to send working computers to developing nations</ARG0> so <ARG1>they can be re-used and will not become waste as quickly , as most people do not need to run new programs .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,209,1,altlex_altlex_gold.tsv_209_1,"Many projects try to send working computers to developing nations so they can be re-used and will not become waste as quickly , as most people do not need to run new programs .","<ARG1>Many projects try to send working computers to developing nations so they can be re-used and will</ARG1> not <ARG0>become waste as quickly , as most people do not need to run new programs .</ARG0>",1,0,,1
altlex,altlex_gold.tsv,210,0,altlex_altlex_gold.tsv_210_0,An election was underway in the U.S. and the White House had denied Republican charges that it was ignoring dangerous Soviet missiles 90 miles from Florida .,<ARG1>An election was underway in the U.S.</ARG1> and <ARG0>the White House had denied Republican charges that it was ignoring dangerous Soviet missiles 90 miles from Florida .</ARG0>,0,0,,1
altlex,altlex_gold.tsv,211,0,altlex_altlex_gold.tsv_211_0,It announced that they would not permit offensive weapons to be delivered to Cuba and demanded that the weapons already in Cuba be dismantled and returned to the USSR .,<ARG0>It announced that they would not permit offensive weapons to be delivered to Cuba and demanded that the weapons already in Cuba be dismantled</ARG0> and <ARG1>returned to the USSR .</ARG1>,1,1,,1
altlex,altlex_gold.tsv,212,0,altlex_altlex_gold.tsv_212_0,"The first problem that caused the pause in reconnaissance flights took place on August 30 , when a U-2 operated by the US Air Force 's Strategic Air Command flew over Sakhalin Island in the Soviet Far East by mistake .","<ARG0>The first problem that</ARG0> caused <ARG1>the pause in reconnaissance flights took place on August 30 , when a U-2 operated by the US Air Force 's Strategic Air Command flew over Sakhalin Island in the Soviet Far East by mistake .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,213,0,altlex_altlex_gold.tsv_213_0,"However , this was followed at 9:24 pm by a telegram from Khrushchev to Kennedy which was received at 10:52 pm EDT , in which Khrushchev stated , `` if you weigh the present situation with a cool head without giving way to passion , you will understand that the Soviet Union can not afford not to decline the despotic demands of the USA '' and that the Soviet Union views the blockade as `` an act of aggression '' and their ships will be instructed to ignore it .","<ARG1>However , this was followed at 9:24 pm by a telegram from Khrushchev to Kennedy which was received at 10:52 pm EDT , in which Khrushchev stated , `` if you weigh the present situation with a cool head without giving way to passion , you will understand that the Soviet Union can not afford not to decline the despotic demands of the USA ''</ARG1> and that <ARG0>the Soviet Union views the blockade as `` an act of aggression '' and their ships will be instructed to ignore it .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,213,1,altlex_altlex_gold.tsv_213_1,"However , this was followed at 9:24 pm by a telegram from Khrushchev to Kennedy which was received at 10:52 pm EDT , in which Khrushchev stated , `` if you weigh the present situation with a cool head without giving way to passion , you will understand that the Soviet Union can not afford not to decline the despotic demands of the USA '' and that the Soviet Union views the blockade as `` an act of aggression '' and their ships will be instructed to ignore it .","<ARG1>However , this was followed at 9:24 pm by a telegram from Khrushchev to Kennedy which was received at 10:52 pm EDT , in which Khrushchev stated , `` if you weigh the present situation with a cool head without giving way to passion , you will understand that the Soviet Union can</ARG1> not <ARG0>afford not to decline the despotic demands of the USA '' and that the Soviet Union views the blockade as `` an act of aggression '' and their ships will be instructed to ignore it .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,214,0,altlex_altlex_gold.tsv_214_0,Twenty-three nuclear-armed B-52s were sent to orbit points within striking distance of the Soviet Union so that the latter might observe that the U.S. was serious .,<ARG1>Twenty-three nuclear-armed B-52s were sent to orbit points within striking distance of the Soviet Union</ARG1> so that <ARG0>the latter might observe that the U.S. was serious .</ARG0>,1,1,,1
altlex,altlex_gold.tsv,215,0,altlex_altlex_gold.tsv_215_0,"On October 25 at 1:45 am EDT , Kennedy responded to Khrushchev 's telegram , stating that the U.S. was forced into action after receiving repeated assurances that no offensive missiles were being placed in Cuba , and that when these assurances proved to be false , the deployment `` required the responses I have announced ...","<ARG1>On October 25 at 1:45 am EDT , Kennedy responded to Khrushchev 's telegram , stating that the U.S. was forced into action</ARG1> after <ARG0>receiving repeated assurances that no offensive missiles were being placed in Cuba , and that when these assurances proved to be false , the deployment `` required the responses I have announced ...</ARG0>",1,0,,1
altlex,altlex_gold.tsv,216,0,altlex_altlex_gold.tsv_216_0,"At 6:45 pm EDT , news of Fomin 's offer to Scali was finally heard and was interpreted as a `` set up '' for the arrival of Khrushchev 's letter .","<ARG0>At 6:45 pm EDT , news of Fomin 's offer to Scali was finally heard and was interpreted</ARG0> as <ARG1>a `` set up '' for the arrival of Khrushchev 's letter .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,217,0,altlex_altlex_gold.tsv_217_0,"At 10:00 am EDT , the executive committee met again to discuss the situation and came to the conclusion that the change in the message was due to internal debate between Khrushchev and other party officials in the Kremlin .","<ARG1>At 10:00 am EDT , the executive committee met again to discuss the situation and came to the conclusion that the change in the message was</ARG1> due to <ARG0>internal debate between Khrushchev and other party officials in the Kremlin .</ARG0>",1,1,,1
altlex,altlex_gold.tsv,218,0,altlex_altlex_gold.tsv_218_0,"Italy 's Prime Minister Fanfani , who was also Foreign Minister `` ad interim '' , offered to allow withdrawal of the missiles deployed in Apulia as a bargaining chip .","<ARG1>Italy 's Prime Minister Fanfani , who was also Foreign Minister `` ad interim '' , offered to allow withdrawal of the missiles deployed in Apulia</ARG1> as <ARG0>a bargaining chip .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,219,0,altlex_altlex_gold.tsv_219_0,"Kennedy had earlier claimed he would order an attack on such sites if fired upon , but he decided to not act unless another attack was made .","<ARG1>Kennedy had earlier claimed he would order an attack on such sites if fired upon , but he decided to</ARG1> not <ARG0>act unless another attack was made .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,220,0,altlex_altlex_gold.tsv_220_0,"He went on to claim that an invasion was only hours away , at which point Fomin stated that a response to the US message was expected from Khrushchev shortly , and he urged Scali to tell the State Department that no treachery was intended .","<ARG0>He went on to claim that an invasion was only hours away , at which point Fomin stated that a</ARG0> response to <ARG1>the US message was expected from Khrushchev shortly , and he urged Scali to tell the State Department that no treachery was intended .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,221,0,altlex_altlex_gold.tsv_221_0,"On October 27 , after much deliberation between the Soviet Union and Kennedy 's cabinet , Kennedy secretly agreed to remove all missiles set in southern Italy and in Turkey , the latter on the border of the Soviet Union , in exchange for Khrushchev removing all missiles in Cuba .","<ARG1>On October 27 , after much deliberation between the Soviet Union and Kennedy 's cabinet , Kennedy secretly agreed to remove all missiles set in southern Italy and in Turkey , the latter on the border of the Soviet Union , in exchange</ARG1> for <ARG0>Khrushchev removing all missiles in Cuba .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,222,0,altlex_altlex_gold.tsv_222_0,"Khrushchev stated that , `` the Soviet government , in addition to previously issued instructions on the cessation of further work at the building sites for the weapons , has issued a new order on the dismantling of the weapons which you describe as ` offensive ' and their crating and return to the Soviet Union . ''","<ARG1>Khrushchev stated that , `` the Soviet government , in addition to previously issued instructions on the cessation of further work at the building sites for the weapons , has issued a new order on the dismantling of the weapons which you describe as ` offensive '</ARG1> and <ARG0>their crating and return to the Soviet Union . ''</ARG0>",0,0,,1
altlex,altlex_gold.tsv,223,0,altlex_altlex_gold.tsv_223_0,"Kennedy immediately responded , issuing a statement calling the letter `` an important and constructive contribution to peace . ''","<ARG1>Kennedy immediately responded , issuing a statement calling the letter `` an important</ARG1> and <ARG0>constructive contribution to peace . ''</ARG0>",0,0,,1
altlex,altlex_gold.tsv,224,0,altlex_altlex_gold.tsv_224_0,"The practical effect of this Kennedy-Khrushchev Pact was that it effectively strengthened Castro 's position in Cuba , guaranteeing that the U.S. would not invade Cuba .","<ARG1>The practical effect of this Kennedy-Khrushchev Pact was that it effectively strengthened Castro 's position in Cuba , guaranteeing that the U.S. would</ARG1> not <ARG0>invade Cuba .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,225,0,altlex_altlex_gold.tsv_225_0,"'' :10 The half-hearted invasion left Soviet premier Nikita Khrushchev and his advisers with the impression that Kennedy was indecisive and , as one Soviet adviser wrote , `` too young , intellectual , not prepared well for decision making in crisis situations ... too intelligent and too weak '' .","<ARG1>'' :10 The half-hearted invasion left Soviet premier Nikita Khrushchev and his advisers with the impression that Kennedy was indecisive and , as one Soviet adviser wrote , `` too young , intellectual , not prepared well</ARG1> for <ARG0>decision making in crisis situations ... too intelligent and too weak '' .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,226,0,altlex_altlex_gold.tsv_226_0,Castro asked Krushchev for missile sites to be built on Cuba so that he could defend himself against any American threat .,<ARG0>Castro asked Krushchev for missile sites to be built on Cuba</ARG0> so that <ARG1>he could defend himself against any American threat .</ARG1>,1,1,,1
altlex,altlex_gold.tsv,227,0,altlex_altlex_gold.tsv_227_0,"His options were not clear at first , so he started EXCOMM ( Executive Committee of the National Security Council ) so they would give him some options .","<ARG0>His options were not clear at first ,</ARG0> so <ARG1>he started EXCOMM ( Executive Committee of the National Security Council ) so they would give him some options .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,227,1,altlex_altlex_gold.tsv_227_1,"His options were not clear at first , so he started EXCOMM ( Executive Committee of the National Security Council ) so they would give him some options .","<ARG0>His options were not clear at first , so he started EXCOMM ( Executive Committee of the National Security Council )</ARG0> so <ARG1>they would give him some options .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,228,0,altlex_altlex_gold.tsv_228_0,Kennedy then sent an official letter to Khrushchev agreeing to the conditions of the first letter and not mentioning the second .,<ARG1>Kennedy then sent an official letter to Khrushchev agreeing to the conditions of the first letter and</ARG1> not <ARG0>mentioning the second .</ARG0>,0,0,,1
altlex,altlex_gold.tsv,229,0,altlex_altlex_gold.tsv_229_0,"In June 1967 , Barenboim and his then fiancée Du Pré gave concerts in Jerusalem , Tel Aviv , Haifa and Beersheba before and during the Six-Day War .","<ARG1>In June 1967 , Barenboim</ARG1> and <ARG0>his then fiancée Du Pré gave concerts in Jerusalem , Tel Aviv , Haifa and Beersheba before and during the Six-Day War .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,230,0,altlex_altlex_gold.tsv_230_0,"In the autumn of 2006 , Barenboim gave the Charles Eliot Norton Lectures at Harvard University entitled ` Sound and Thought ' .","<ARG1>In the autumn of 2006 , Barenboim</ARG1> gave <ARG0>the Charles Eliot Norton Lectures at Harvard University entitled ` Sound and Thought ' .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,231,0,altlex_altlex_gold.tsv_231_0,"He called Wagner 's anti-Semitism obviously `` monstrous , '' and feels it must be faced , but argues that `` Wagner did not cause the Holocaust . ''","<ARG0>He called Wagner 's anti-Semitism obviously `` monstrous , '' and feels it must be faced , but argues that `` Wagner did not</ARG0> cause <ARG1>the Holocaust . ''</ARG1>",1,1,,1
altlex,altlex_gold.tsv,232,0,altlex_altlex_gold.tsv_232_0,"In a 2012 interview with Der Spiegel , Barenboim said , `` It saddens me that official Israel so doggedly refuses to allow Wagner to be performed -- as was the case , once again , at the University of Tel Aviv two weeks ago -- because I see it as a symptom of a disease .","<ARG1>In a 2012 interview with Der Spiegel , Barenboim said , `` It saddens me that official Israel</ARG1> so <ARG0>doggedly refuses to allow Wagner to be performed -- as was the case , once again , at the University of Tel Aviv two weeks ago -- because I see it as a symptom of a disease .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,233,0,altlex_altlex_gold.tsv_233_0,"In 1967 , at the start of the Six-Day War , Barenboim and du Pré had performed for the Israeli troops on the front lines , as well as during the Yom Kippur war in 1973 .","<ARG1>In 1967 , at the start of the Six-Day War , Barenboim and du Pré had performed for the Israeli troops on the front lines ,</ARG1> as <ARG0>well as during the Yom Kippur war in 1973 .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,234,0,altlex_altlex_gold.tsv_234_0,"In January 2009 , Barenboim cancelled two concerts of the West -- Eastern Divan Orchestra in Qatar and Cairo `` due to the escalating violence in Gaza and the resulting concerns for the musicians ' safety . `'","<ARG0>In January 2009 , Barenboim cancelled two concerts of the West -- Eastern Divan Orchestra in Qatar and Cairo `` due to the escalating violence in Gaza and the</ARG0> resulting <ARG1>concerns for the musicians ' safety . `'</ARG1>",1,1,,1
altlex,altlex_gold.tsv,235,0,altlex_altlex_gold.tsv_235_0,In his speech Barenboim said : `` Everyone has to understand that the Palestinian cause is a just cause therefore it can be only given justice if it is achieved without violence .,<ARG1>In his speech Barenboim said : `` Everyone has to understand that the Palestinian cause is a just</ARG1> cause <ARG0>therefore it can be only given justice if it is achieved without violence .</ARG0>,0,0,,1
altlex,altlex_gold.tsv,236,0,altlex_altlex_gold.tsv_236_0,He is particularly important for his work with the West-Eastern Divan Orchestra which works with young Arab and Israeli musicians .,<ARG1>He is particularly important</ARG1> for <ARG0>his work with the West-Eastern Divan Orchestra which works with young Arab and Israeli musicians .</ARG0>,1,1,,1
altlex,altlex_gold.tsv,237,0,altlex_altlex_gold.tsv_237_0,"During the rule of the Stuarts , England fought the English Civil War , which resulted in the execution of King Charles I ( 1649 ) and the establishment of a series of republican governments , first a Parliamentary republic known as the Commonwealth of England ( 1649-1653 ) , then a military dictatorship under Oliver Cromwell known as The Protectorate ( 1653-1659 ) .","<ARG0>During the rule of the Stuarts , England fought the English Civil War ,</ARG0> which resulted in <ARG1>the execution of King Charles I ( 1649 ) and the establishment of a series of republican governments , first a Parliamentary republic known as the Commonwealth of England ( 1649-1653 ) , then a military dictatorship under Oliver Cromwell known as The Protectorate ( 1653-1659 ) .</ARG1>",1,1,,1
altlex,altlex_gold.tsv,238,0,altlex_altlex_gold.tsv_238_0,"Following a process of decolonisation in the 20th century , mainly caused by the weakening of Great Britain 's power in the two World Wars , almost all of the empire 's oversea territories became independent countries .","<ARG1>Following a process of decolonisation in the 20th century , mainly</ARG1> caused by <ARG0>the weakening of Great Britain 's power in the two World Wars , almost all of the empire 's oversea territories became independent countries .</ARG0>",1,1,,1
altlex,altlex_gold.tsv,239,0,altlex_altlex_gold.tsv_239_0,"It is not known whether this was caused by a substantial folk movement or native adoption of foreign practices , nor are these two models mutually exclusive .","<ARG1>It is not known whether this was</ARG1> caused by <ARG0>a substantial folk movement or native adoption of foreign practices , nor are these two models mutually exclusive .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,240,0,altlex_altlex_gold.tsv_240_0,"Contact with the continent was generally at a lower point than in the Bronze Age , although it was not insignificant .","<ARG1>Contact with the continent was generally at a lower point than in the Bronze Age , although it was</ARG1> not <ARG0>insignificant .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,241,0,altlex_altlex_gold.tsv_241_0,"The precise nature of these invasions has not been fully determined , with doubts being cast on the legitimacy of historical accounts due to a lack of archaeological finds .","<ARG1>The precise nature of these invasions has not been fully determined , with doubts being cast on the legitimacy of historical accounts</ARG1> due to <ARG0>a lack of archaeological finds .</ARG0>",1,1,,1
altlex,altlex_gold.tsv,242,0,altlex_altlex_gold.tsv_242_0,"Gildas Sapiens ' `` De Excidio et Conquestu Britanniae '' , composed in the 6th century , states that when the Roman army departed the Isle of Britannia in the 4th century CE , the indigenous Britons were invaded by Picts , their neighbours to the north ( now Scotland ) and the Scots ( now Ireland ) .","<ARG1>Gildas Sapiens ' `` De Excidio et Conquestu Britanniae '' , composed in the 6th century , states that when the Roman army departed the Isle of Britannia in the 4th century CE , the indigenous Britons were invaded by Picts , their neighbours to the north ( now Scotland ) and the Scots (</ARG1> now <ARG0>Ireland ) .</ARG0>",0,0,,1
altlex,altlex_gold.tsv,243,0,altlex_altlex_gold.tsv_243_0,Northumbria extended its control north into Scotland and west into Wales .,<ARG1>Northumbria extended its control north into Scotland</ARG1> and <ARG0>west into Wales .</ARG0>,0,0,,1
